,Term,Ndeᵗᵢ,Ndeᶜᵗ,Ndᶜᵗeᵗᵢ,Eᵗ,LPM,TGM,LRM,included_snomed
3202,"('la', 'hipotermia', 'perioperatoria')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3203,"('manual', 'única')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3204,"('intubación', 'mediante')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3205,"('de', 'tubo', 'orotraqueal')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3206,"('premedicación', 'con', 'paracetamol')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3207,"('como', 'técnica', 'anestésica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3208,"('plasmática', 'de', 'cortisol')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3209,higiénico-santaria,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3210,"('insulinoma', 'y', 'anestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3211,"('avanz', 'en', 'terapia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3212,"('la', 'visión', 'laringoscópica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3213,"('intensificada', 'en', 'cirugía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3214,"('intravenoso', 'nuevo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3215,"('de', 'tromboprofilaxis', 'perioperatoria')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3216,"('reduce', 'la', 'administración')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3217,"('neurovegetativo', 'como', 'tratamiento')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3218,"('consideración', 'higiénico-santaria')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3219,"('e', 'isquemia', 'perioperatoria')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3220,"('mascarilla', 'fastrach')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3221,"('al', 'artículo', 'cefalea')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3222,"('infección', 'del', 'paciente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3223,"('díficil', 'en', 'cirugía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3224,"('paciente', 'vulnerable')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3225,"('de', 'marcapaso', 'diafragmático')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3226,"('la', 'anestesia', 'prolongada')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3227,"('método', 'de', 'anestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3228,"('obstétrica', 'recibida')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3229,"('única', 'de', 'remifentanil')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3230,"('calcio', 'para', 'uso')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3231,"('hoja', 'de', 'informe')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3232,"('herramienta', 'esencial')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3233,"('poder', 'predictivo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3234,"('el', 'dolor', 'disminuye')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3235,"('versu', 'ketorolaco')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3236,"('aprendizaje', 'de', 'intubación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3237,"('pulmón', 'con', 'trombo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3238,"('morfina', 'el', 'analgésico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3239,"('intradural', 'hiperbara')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3240,"('lumbar', 'por', 'pérdida')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3241,"('método', 'de', 'analgesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3242,"('sanitaria', 'enrique')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3243,"('medicina', 'y', 'literatura')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3244,"('modelo', 'asociativo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3245,transesofáigica,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3246,"('anestesia', 'troncular')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3247,anesthesiologist,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3248,"('en', '770', 'caso')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3249,"('contraste', 'y', 'angiografía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3250,"('aportación', 'má')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3251,"('temprana', 'de', 'analgesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3252,"('por', 'rotura', 'espontánea')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3253,ketamina-midazolam,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3254,"('caso', 'de', 'hemianestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3255,"('hemodinámica', 'y', 'efectividad')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3256,"('a', 'ventilación', 'artificial')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3257,"('airtraq®', 'versu', 'laringoscopio')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3258,"('torácica', 'por', 'vía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3259,"('digital', 'inalámbrico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3260,"('calentador', 'por', 'convección')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3261,"('rápida', 'con', 'sevofluorano')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3262,"('global', 'tic')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3263,"('actualización', 'en', 'anestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3264,"('la', 'escala', 'visual')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3265,reazione,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3266,"('propofol', 'y', 'midazolam')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3267,"('visual', 'analógica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3268,"('escala', 'verbal')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3269,"('rocuronio', 'previene')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3270,"('subaracnoidea', 'de', 'morfina')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3271,"('insuficiencia', 'de', 'órgano')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3272,"('midazolam', 'intranasal', 'administrado')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3273,"('airtraq', 'en', 'mano')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3274,"('morfina', 'epidural', 'lumbar')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3275,"('aéreo', 'en', 'formación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3276,"('código', 'azul')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3277,"('hemodinamia', 'y', 'perfusión')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3278,shek,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3279,"('en', 'emulsión', 'grasa')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3280,"('broncoaspiración', 'ácida')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3281,"('seal', 'en', 'paciente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3282,"('mediante', 'infusión')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3283,detiene,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3284,"('cuffed', 'oropharyngeal', 'airway')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3285,"('fibroscopio', 'en', 'paciente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3286,"('intubación', 'realizada')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3287,"('nicardipino', 'intravenoso')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3288,midiendo,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3289,"('técnica', 'antigua')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3290,"('orotraqueal', 'con', 'airtraq®')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3291,"('plantea', 'la', 'cirguía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3292,"('paciente', 'que', 'rechazan')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3293,"('enfermedad', 'venosa', 'crónica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3294,"('sevofluorano', 'frente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3295,"('neuromuscular', 'y', 'anestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3296,"('imágén', 'de', 'tc')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3297,"('curva', 'presión-volumen')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3298,"('inyección', 'de', 'propofol')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3299,"('travé', 'del', 'tubo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3300,"('experiencia', 'en', '770')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3301,"('neustra', 'estadística')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3302,"('embolismo', 'paradójico', 'mortal')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3303,"('rocuronio', 'y', 'cisatracurio')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3304,quirúrgico-eficacia,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3305,"('anestésica', 'debemo', 'utilizar')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3306,"('macintosh', 'en', 'paciente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3307,"('reversión', 'de', 'taquiarritmia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3308,"('anuria', 'y', 'uremia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3309,"('lesión', 'de', 'arma')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3310,"('consumo', 'metabólico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3311,"('dolor', 'oncológico', 'frente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3312,"('local', 'contra', 'analgesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3313,"('del', 'sistema', 'nasoral')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3314,"('médico', 'no', 'anestesista')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3315,"('suero', 'de', 'lavado')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3316,"('obstrucción', 'bronquial', 'evaluada')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3317,"('e', 'intratecal', 'administrada')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3318,"('izquierdo', 'por', 'asta')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3319,"('pulsioximetría', 'reduce')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3320,"('intraoperatoria', 'del', 'ph')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3321,"('encuesta', 'de', '23.136')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3322,"('bloquear', 'el', 'nervio')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3323,"('debe', 'ser', 'realizada')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3324,"('cirugía', 'cardiaca', 'exangüe')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3325,"('laringoscópica', 'obtenida')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3326,"('nitroso', 'en', 'pediatría')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3327,"('verbal', 'numérica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3328,"('uso', 'de', 'opioide')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3329,"('ieca', 'y', 'ara-ii')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3330,"('utilización', 'del', 'bi')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3331,"('de', 'autotransfusión', 'orthopat')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3332,"('la', 'desechable', 'soft')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3333,"('escala', 'verbal', 'numérica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3334,"('anestesia', 'baja')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3335,ilma-fastrach,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3336,"('anestésico', 'y', 'analgésico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3337,"('premedicación', 'con', 'distinta')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3338,"('de', '``', 'anestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3339,"('laríngea', 'reutilizable')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3340,"('análisis', 'de', 'incidente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3341,"('desnitrogenación', 'y', 'oxigenación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3342,"('angiografía', 'por', 'tc')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3343,"('caballo', 'secundario')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3344,"('en', 'niño', 'premedicado')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3345,"('cardíaco', 'por', 'neumopericardio')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3346,"('la', 'capacitancia', 'venosa')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3347,"('tolerancia', 'de', 'dosis')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3348,"('sevoflurano', 'al', '4,5')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3349,"('vecuronio', 'en', 'dosis')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3350,"('evaluada', 'en', 'menor')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3351,inexperta,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3352,"('protocolo', 'multidisciplinario', 'basado')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3353,"('de', 'insulina', 'intravenosa')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3354,"('aérea', 'fácil')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3355,hiomental,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3356,"('síndrome', 'de', 'cola')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3357,kuhn,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3358,"('nombre', 'propio')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3359,"('malinckrodt', 'hi-lo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3360,"('con', 'sevoflurano', 'libre')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3361,"('aire', 'en', 'cirugía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3362,"('opioide', 'y', 'dolor')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3363,"('la', 'aplicación', 'temprana')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3364,"('práctica', 'médica', 'actual')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3365,"('aguja', 'punta', 'sprotte')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3366,"('cirugía', 'ambulatoria', 'comparando')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3367,"('cirugia', 'en', 'diabetico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3368,"('crítico', 'postquirúrgico', 'mayor')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3369,"('intratraqueal', 'y', 'bucle')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3370,"('cambio', 'de', 'grosor')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3371,"('de', 'enfermería', 'obstétrica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3372,"('satisfacción', 'postoperatoria')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3373,"('universidad', 'nacional', 'mayor')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3374,"('un', 'agente', 'anestésico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3375,"('sistema', 'mononuclear-fagocítico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3376,"('frente', 'a', 'apache')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3377,"('simulación', 'de', 'recuperación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3378,indisoluble,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3379,"('paracetamol', 'versu')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3380,"('la', 'sensibilidad', 'corneana')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3381,"('colecistectomía', 'bajo', 'anestesia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3382,"('debido', 'a', 'lesión')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,True
3383,"('sevoflurano', 'en', 'rata')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3384,"('72', 'h', 'previa')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3385,"('brazo', 'no', 'aumenta')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3386,"('venosa', 'periférica', 'guiada')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3387,"('diclofenaco', 'no', 'modifica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3388,"('sin', 'entubación', 'endotraqueal')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3389,"('cardiaca', 'exangüe')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3390,"('cirugia', 'esófago-gastrointestinal')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3391,"('complicación', 'médica', 'postoperatoria')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3392,"('nitroso', 'al', '50')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3393,cosiddetta,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3394,"('anciano', 'crítico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3395,"('anestesia', 'en', 'cirugla')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3396,"('validez', 'diagnósticade')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3397,nasoral,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3398,"('protocolo', 'de', 'intubación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3399,"('cirugiá', 'a', 'corazón')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3400,"('convección', 'de', 'aire')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3401,"('factor', 'limitante')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3402,"('dolor', 'a', 'paciente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3403,"('baja', 'de', 'rocuronio')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3404,"('antiemética', 'farmacológica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3405,"('comparación', 'entre', 'epidural')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3406,"('neuroquirúrgico', 'tra')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3407,"('la', 'escala', 'aspect')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3408,"('actitud', 'errónea')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3409,"('a', 'corazón', 'exanguee')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3410,popularización,1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3411,"('superior', 'en', 'adulto')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3412,"('vecuronio', 'con', 'dosis')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3413,"('pregrado', 'de', 'anestesiología')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3414,"('interé', 'en', 'ello')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3415,"('fastrach', 'mediante', 'curva')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3416,"('ser', 'realizada', 'exclusivamente')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3417,"('de', 'frecuencia', 'espectral')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3418,"('de', 'poder', 'predictivo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3419,"('quirúrgico', 'anestésico')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3420,"('utilizando', 'modelo', 'experimental')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3421,"('capacitación', 'específica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3422,"('in', 'pediatric')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3423,"('colecistectomía', 'bajo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3424,"('postoperatorio', 'de', '11')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3425,"('lateral', 'en', 'cesárea')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3426,"('neurólisis', 'robótica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3427,"('sistema', 'nasoral')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3428,"('directo', 'en', 'cirugía')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3429,"('400', 'primero')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3430,"('de', 'suma', 'acumulativa')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3431,"('laringoscopio', 'macintosh')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3432,"('informado', 'en', 'anestesiología')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3433,"('enseñanza', 'del', 'embolismo')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3434,"('profilaxis', 'antiemética', 'farmacológica')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3435,"('administrado', 'como', 'premedicación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3436,"('análisis', 'con', 'microscopia')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3437,"('dispositivo', 'macintosh')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3438,"('taquiarritmia', 'supraventricular', 'tra')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3439,"('lisina', 'y', 'meperidina')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3440,"('evaluación', 'antes-despué')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3441,"('artículo', 'cefalea')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
3442,"('basado', 'en', 'simulación')",1,2,2135,3,0.3338014981273408,0.7205846872952778,0.2405322481467851,False
