,Term,Ndeᵗᵢ,Ndeᶜᵗ,Ndᶜᵗeᵗᵢ,Eᵗ,LPM,TGM,LRM,included_snomed
828,"('interferón', 'alpha', '2b')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
829,"('de', 'gel', 'difusion')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
830,"('adenovirus', 'realizada')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
831,"('en', 'polvo', 'casero')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
832,"('realización', 'e', 'interpretación')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
833,"('inmunologico', 'en', 'paciente')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
834,"('y', 'alergia', 'clínica')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
835,"('salud', 'con', 'alergia')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
836,"('directivo', 'del', 'colegio')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
837,"('animal', 'en', 'personal')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
838,"('asma', 'por', 'médico')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
839,"('cronológica', 'de', 'paciente')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
840,"('comparativo', 'entre', 'talidomida')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
841,"('conferencia', '``', 'miguel')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
842,"('con', 'asma', 'leve')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
843,"('inmediata', 'a', 'pólén')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
844,"('pigmenti', 'con', 'defecto')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
845,"('alimento', 'atendido')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
846,"('a', 'alimento', 'atendido')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
847,"('relación', 'con', 'hormona')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
848,"('epidemiológica', 'de', 'paciente')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
849,"('en', 'alergia', 'respiratoria')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
850,"('sensibilización', 'en', 'paciente')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
851,"('prevenir', 'reacción')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
852,"('pediátrico', 'con', 'nefropatía')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
853,"('respuesta', 'a', 'danazol')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
854,"('la', 'primera', 'publicación')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
855,"('origen', 'y', 'evolución')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
856,"('ambiental', 'y', 'preventiva')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
857,"('nivel', 'privado')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
858,"('centenario', 'la', 'enfermedad')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
859,"('sistémica', 'relacionada')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
860,"('nuevo', 'sindrome', 'postcardiotomía')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
861,"('relación', 'entre', 'alergeno-asma')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
862,suerico,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
863,"('equipo', 'automatico')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
864,"('y', 'fideli', 'dad')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
865,"('alérgico', 'en', 'monterrey')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
866,"('concepto', 'en', 'dermatitis')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
867,"('médico', 'del', 'niño')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,True
868,"('obesidad', 'y', 'gravedad')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
869,"('lo', 'antígeno', 'der')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
870,"('de', '``', 'bala')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
871,látex-fruta,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
872,"('exacerbación', 'del', 'asma')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,True
873,"('personal', 'médico', 'residente')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
874,anemófilo,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
875,"('seropositividad', 'a', 'anticuerpo')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
876,"('lo', 'homotransplante', 'renal')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
877,"('clínico', 'de', 'enfermedad')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,True
878,"('de', 'asma', 'inducida')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
879,"('y', 'pediatra', 'alergista')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
880,"('diálogo', 'entre', 'sociedad')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
881,"('lo', 'equipo', 'automatico')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
882,"('desensibilización', 'a', 'metotrexato')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
883,"('dermografismo', 'sintomático')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,True
884,"('reacción', 'sistémica', 'relacionada')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
885,"('curiosa', 'historia')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
886,"('der', 'p2')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
887,"('con', 'enfermedad', 'autoinmún')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
888,"('síndrome', 'de', 'látex-fruta')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
889,postcardiotomía,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
890,"('la', 'medida', 'ambiental')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
891,"('antígeno', 'der')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
892,"('ciudad', 'de', 'toluca')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
893,asmaticu,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
894,flujimetría,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
895,"('leve', 'que', 'acudieron')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
896,"('suerico', 'e', 'inmunologico')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
897,"('gel', 'difusion')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
898,shelley,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
899,"('sintomático', 'y', 'antígeno')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
900,alergeno-asma,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
901,"('la', 'proctocolitis', 'alérgica')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
902,"('polen', 'de', 'cupressu')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
903,"('primera', 'publicación')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
904,"('dosis', 'de', 'broncodilatador')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
905,"('effecto', 'citotóxico')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
906,"('a', 'inmunoterapia', 'específica')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
907,"('ambiente', 'médico')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
908,"('flora', 'bacteriana', 'orofaríngea')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
909,apogeo,1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
910,"('sérico', 'de', 'c4')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
911,"('moderna', 'inmuno-oncopatología')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
912,"('inducido', 'por', 'ejercicio')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,True
913,"('alérgico', 'del', 'distrito')",1,2,451,3,0.3355457227138643,0.7205846872952778,0.2417891096750379,False
914,"('con', 'inmunodeficiencia', 'común')",9,14,443,8,0.4112158522508657,0.5707470285154778,0.2347002257506413,False
915,inmunologia,9,12,443,10,0.4484829329962073,0.5218770343697654,0.2340529430375149,False
916,"('por', 'prueba', 'cutánea')",2,4,450,4,0.3377581120943953,0.6618208758323171,0.2235353695657826,False
917,"('de', 'alergia', 'respiratoria')",2,4,450,4,0.3377581120943953,0.6618208758323171,0.2235353695657826,False
918,"('alergia', 'e', 'inmunología')",5,8,447,7,0.3956773315180395,0.5593246287987944,0.22131207657542493,True
919,"('nobel', 'de', 'fisiología')",2,5,450,3,0.29013906447534765,0.7569322802216083,0.21961562365468912,False
920,"('de', 'conocimiento', 'acerca')",1,3,451,2,0.25221238938053103,0.8569786157507775,0.2161406243265236,True
921,inmunohematología,1,3,451,2,0.25221238938053103,0.8569786157507775,0.2161406243265236,True
922,anticolérica,3,6,449,5,0.33997050147492625,0.6126595607760772,0.20828617811045105,True
923,"('de', 'alergia', 'alimentaria')",2,4,450,5,0.3377581120943953,0.6030570643693565,0.20368741554658204,True
924,"('alergia', 'oral')",2,4,450,5,0.3377581120943953,0.6030570643693565,0.20368741554658204,True
925,"('de', 'alergia', 'oral')",2,4,450,5,0.3377581120943953,0.6030570643693565,0.20368741554658204,True
926,"('síndrome', 'de', 'alergia')",2,4,450,5,0.3377581120943953,0.6030570643693565,0.20368741554658204,True
927,"('técnica', 'de', 'medición')",2,5,450,4,0.29013906447534765,0.6752057749363383,0.19590357186838134,True
928,"('adulto', 'con', 'inmunodeficiencia')",7,13,445,9,0.3654867256637168,0.5312636679813489,0.1941698184745992,False
929,"('ocupacional', 'al', 'plomo')",2,5,450,4,0.29013906447534765,0.6561943177136756,0.1903876054554849,False
930,"('función', 'celular', 'inmune')",2,5,450,4,0.29013906447534765,0.6561943177136756,0.1903876054554849,False
931,"('de', 'reactividad', 'cutánea')",3,7,449,5,0.3066371681415929,0.6172800057161901,0.18928099290323885,False
932,"('hepatitis', 'lupoide')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
933,"('pediatra', 'alergista')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
934,"('condición', 'climatológica')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
935,"('hospital', 'escuela')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,True
936,"('adversa', 'a', 'contraste')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
937,"('efectividad', 'del', 'cromoglicato')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
938,"('inicio', 'de', 'síntoma')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
939,kiwi,1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,True
940,"('aspirina', 'y', 'metabolito')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
941,inhalable,1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
942,"('control', 'de', 'asma')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,True
943,"('y', 'patología', 'comparada')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
944,"('precoz', 'del', 'embarazo')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
945,"('la', 'hepatitis', 'lupoide')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
946,"('grado', 'de', 'sensibilización')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
947,virrey,1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
948,aplicaciõn,1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
949,"('un', 'hospital', 'escuela')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
950,"('guía', 'gina')",1,3,451,3,0.25221238938053103,0.7355628484166769,0.18551806353871936,False
951,"('a', 'prueba', 'cutánea')",2,5,450,5,0.29013906447534765,0.6058253364597094,0.1757735963558828,False
952,"('clínica', 'de', 'monterrey')",2,5,450,5,0.29013906447534765,0.6058253364597094,0.1757735963558828,False
953,"('cuarta', 'parte')",2,5,450,5,0.29013906447534765,0.6058253364597094,0.1757735963558828,True
954,alergénica,3,8,449,5,0.27936444086886564,0.6066461663059843,0.1694753670553122,True
955,"('indiz', 'antropométrico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
956,"('médico', 'general', 'mediante')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
957,"('contra', 'helicobacter', 'pylori')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
958,ensayado,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
959,"('sensibilizaciûn', 'a', 'alèrgeno')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
960,"('prevalencia', 'de', 'sensibilizaciûn')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
961,michael,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
962,seroepidemiologica,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
963,"('pulmonar', 'y', 'pulmón')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
964,"('mayor', 'del', 'occidente')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
965,"('dermatitis', 'atópica', 'posterior')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
966,"('de', 'aditivo', 'alimentario')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
967,"('juego', 'de', 'futbol')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
968,"('máximo', 'en', 'paciente')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
969,"('diagnóstica', 'entre', 'gamagrafía')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
970,"('pentoxifilina', 'en', 'paciente')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
971,"('malformación', 'genitourinaria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
972,"('paciente', 'que', 'acude')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
973,"('hipersensibilidad', 'por', 'prueba')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
974,"('bronquial', 'alérgica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
975,"('genitourinaria', 'con', 'má')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
976,"('obeso', 'asmático')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
977,"('mosquito', 'en', 'niño')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
978,"('sensibilización', 'a', 'tiosulfato')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
979,"('inmunología', 'y', 'alergología')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
980,"('a', 'extracto', 'alergénico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
981,"('laboral', 'al', 'plomo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
982,"('relacionada', 'con', 'picadura')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
983,"('de', 'inmunoterapia', 'sublingual')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
984,"('necesidad', 'mínima')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
985,"('antropométrico', 'en', 'adolescente')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
986,"('diagnóstico', 'de', 'niño')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
987,"('fisiopatología', 'y', 'avanz')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
988,"('nueva', 'prueba', 'in')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
989,"('población', 'de', '6')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
990,sulfonamida,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
991,"('intradérmica', 'a', 'extracto')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
992,"('síndrome', 'de', 'fiebre')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
993,"('asma', 'bronquial', 'alérgica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
994,"('desarrollo', 'de', 'marcha')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
995,"('celular', 'inmunitaria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
996,"('observacional', 'y', 'retrospectivo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
997,"('tre', 'intervención', 'quirúrgica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
998,"('inflamatoria', 'relacionada')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
999,"('hidatidosis', 'ovina')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1000,"('función', 'celular', 'inmunitaria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1001,"('prick', 'e', 'intradérmica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1002,"('padecimiento', 'olvidado')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1003,palustre,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
1004,"('método', 'de', 'henry')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1005,"('asmático', 'del', 'noreste')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1006,fraudulenta,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1007,"('caída', 'del', 'flujo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1008,"('n', 'nuevo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1009,"('frecuente', 'de', 'dermatitis')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1010,"('terapéutica', 'en', 'urticaria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1011,alèrgeno,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1012,"('sódico', 'de', 'oro')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
1013,"('orofacial', 'en', 'paciente')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1014,"('alèrgeno', 'm·')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1015,"('con', 'rinitis', 'perenne')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1016,"('localización', 'de', 'bronquiectasia')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1017,"('alèrgeno', 'm·', 'común')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1018,"('rinitis', 'perenne', 'alérgica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1019,picado,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
1020,"('especialidad', 'de', 'inmunología')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1021,"('del', 'consejo', 'nacional')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1022,hispanoamérica,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1023,"('manifestación', 'poco', 'frecuente')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1024,"('atención', 'a', 'niño')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1025,"('látex', 'mediante', 'prueba')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1026,"('evaluación', 'del', 'rast')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1027,"('un', 'padecimiento', 'olvidado')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1028,"('farmacovigilancia', 'de', 'inmunoterapia')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1029,"('con', 'indiz', 'antropométrico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1030,m·,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1031,"('crónica', 'posterior')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
1032,"('al', 'látex', 'mediante')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1033,"('alérgica', 'en', 'consulta')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1034,"('enfermedad', 'inflamatoria', 'relacionada')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1035,"('látex', 'mediante')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1036,"('consulta', 'de', 'alergología')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1037,"('acude', 'al', 'centro')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1038,"('gamagrafía', 'y', 'endoscopía')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1039,"('teoría', 'th2')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1040,"('logro', 'en', '10')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1041,"('médico', 'del', 'primer')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1042,"('remodelación', 'nasal')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1043,"('calistenia', 'como', 'medida')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1044,"('costo', 'derivado')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1045,"('alergia', 'a', 'látex')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
1046,"('pulmonar', 'con', 'indiz')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1047,"('de', 'marcha', 'atópica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1048,"('inmunoterapia', 'oral')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1049,"('gravedad', 'de', 'urticaria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1050,"('a', 'tiosulfato', 'sódico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1051,"('niño', 'del', 'noreste')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1052,"('la', 'guía', 'aria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1053,"('urticaria', 'crónica', 'posterior')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1054,"('alérgica', 'y', 'marcador')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1055,"('escolar', 'de', 'monterrey')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1056,"('a', 'alèrgeno', 'm·')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1057,"('inmunología', 'palustre')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1058,"('la', 'hidatidosis', 'ovina')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1059,"('síntoma', 'actual')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1060,"('adolescente', 'obeso', 'asmático')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1061,"('determinación', 'y', 'comparación')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1062,"('y', 'enfisema', 'subcutáneo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1063,"('alergia', 'clínica')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,True
1064,"('ingestión', 'de', 'aditivo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1065,"('estreptococo', 'y', 'nefritis')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1066,"('marcador', 'atópico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1067,"('el', 'premio', 'nobel')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1068,"('documento', 'normativo')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1069,"('asma', 'para', 'médico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1070,"('de', 'tre', 'intervención')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1071,ralph,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1072,"('impacto', 'en', 'asma')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1073,sensibilizaciûn,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1074,"('guía', 'aria')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1075,constantina,1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1076,"('m·', 'común')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1077,"('y', 'marcador', 'atópico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
1078,"('diagnóstico', 'terapéutico')",1,3,451,4,0.25221238938053103,0.6474171312222358,0.16328662159144886,False
